"","species","n_temp","mean_temp","sd_temp","se_temp","within_sp_var_temp","species.1","n_prec","mean_prec","sd_prec","se_prec","within_sp_var_prec","species.2","n_pet","mean_pet","sd_pet","se_pet","within_sp_var_pet","species.3","n_aridity","mean_aridity","sd_aridity","se_aridity","within_sp_var_aridity"
"14","Rauvolfia caffra","86","21.526744","3.036655","0.327451","0.095731","Rauvolfia caffra","86","1445.604651","610.696117","65.853056","3319.65019","Rauvolfia caffra","86","1528.093023","263.526564","28.4168","690.62901","Rauvolfia caffra","86","9986.837209","5485.369878","591.502646","170426.654841"
"15","Xysmalobium heudelotianum","24","25.241667","3.05613","0.62383","0.343035","Xysmalobium heudelotianum","24","1178.166667","311.889427","63.664163","11895.413181","Xysmalobium heudelotianum","24","1902.708333","411.254759","83.947026","2474.753954","Xysmalobium heudelotianum","24","6715.5","3465.715009","707.436114","610695.51318"
"16","Stathmostelma pauciflorum","3","20.633333","0.945163","0.54569","2.744283","Stathmostelma pauciflorum","3","1125.666667","169.009862","97.577889","95163.305444","Stathmostelma pauciflorum","3","1726.666667","32.347076","18.675593","19798.031632","Stathmostelma pauciflorum","3","5686.333333","222.270856","128.328139","4885564.105442"
"17","Secamone alpini","24","17.083333","2.365452","0.482846","0.343035","Secamone alpini","24","1031.25","585.926041","119.601652","11895.413181","Secamone alpini","24","1663.958333","208.722508","42.605304","2474.753954","Secamone alpini","24","5879.208333","3362.102952","686.286391","610695.51318"
"18","Plumeria alba","24","24.241667","3.349746","0.683764","0.343035","Plumeria alba","24","1449.5","655.624893","133.828871","11895.413181","Plumeria alba","23","1757.826087","210.354172","43.861877","2582.351952","Plumeria alba","23","8954.347826","4442.809948","926.389913","637247.492014"
"19","Mascarenhasia arborescens","36","22.175","3.551368","0.591895","0.22869","Mascarenhasia arborescens","36","1931.277778","703.521575","117.253596","7930.275454","Mascarenhasia arborescens","36","1784.916667","314.771697","52.46195","1649.835969","Mascarenhasia arborescens","36","10278.166667","4592.130694","765.355116","407130.34212"
"20","Pachypodium saundersii","6","21.6","1.369671","0.559166","1.372141","Pachypodium saundersii","6","660.833333","175.051326","71.464405","47581.652722","Pachypodium saundersii","6","1761.833333","95.241623","38.88223","9899.015816","Pachypodium saundersii","6","3503.333333","644.169129","262.980946","2442782.052721"
"21","Funtumia africana","82","24.091463","1.72964","0.191007","0.100401","Funtumia africana","82","1807.97561","557.107299","61.522209","3481.584346","Funtumia africana","81","1393.962963","206.027634","22.891959","733.260431","Funtumia africana","81","13032.641975","4757.692201","528.632467","180946.81872"
"22","Carissa spinarum","316","23.84019","3.136675","0.176452","0.026053","Carissa spinarum","316","850.06962","545.509619","30.687314","903.449102","Carissa spinarum","316","2371.832278","540.634454","30.413064","187.955997","Carissa spinarum","316","4060.579114","3175.156202","178.616491","46381.93771"
"23","Carvalhoa campanulata","19","21.342105","3.476639","0.797596","0.433308","Carvalhoa campanulata","19","1413.263158","357.132537","81.931823","15025.78507","Carvalhoa campanulata","19","1564","151.596321","34.778581","3126.004995","Carvalhoa campanulata","19","8291.052632","1743.735533","400.040367","771404.858754"
"24","Ephippiocarpa orientalis","4","23.6","0.33665","0.168325","2.058212","Ephippiocarpa orientalis","4","877","125.403349","62.701675","71372.479083","Ephippiocarpa orientalis","4","1694.75","62.5","31.25","14848.523724","Ephippiocarpa orientalis","4","5339.5","735.994792","367.997396","3664173.079082"
"25","Stomatostemma monteiroae","12","21.25","1.466908","0.42346","0.686071","Stomatostemma monteiroae","12","589.416667","175.541478","50.67446","23790.826361","Stomatostemma monteiroae","12","1965.583333","284.709248","82.18848","4949.507908","Stomatostemma monteiroae","12","3296.25","1295.241931","373.904139","1221391.026361"
"26","Tabernaemontana pachysiphon","43","22.886047","2.432575","0.370964","0.191462","Tabernaemontana pachysiphon","43","1550.186047","646.937115","98.656985","6639.30038","Tabernaemontana pachysiphon","43","1567.651163","198.048321","30.202086","1381.258021","Tabernaemontana pachysiphon","43","9478.186047","4122.119671","628.617357","340853.309682"
"27","Fockea multiflora","9","22.433333","1.146734","0.382245","0.914761","Fockea multiflora","9","550.777778","159.942003","53.314001","31721.101815","Fockea multiflora","9","2314.444444","159.098327","53.032776","6599.343877","Fockea multiflora","9","2313.888889","584.664315","194.888105","1628521.368481"
"28","Cryptolepis sinensis","33","21.333333","2.446639","0.425905","0.24948","Cryptolepis sinensis","33","1637.939394","498.589945","86.793369","8651.209586","Cryptolepis sinensis","33","1358.424242","119.675611","20.83285","1799.821057","Cryptolepis sinensis","33","12998.484848","3624.297416","630.909199","444142.191404"
"29","Cryptolepis buchananii","33","19.809091","2.668375","0.464504","0.24948","Cryptolepis buchananii","33","1291.787879","458.050131","79.736293","8651.209586","Cryptolepis buchananii","33","1364.939394","130.717238","22.75495","1799.821057","Cryptolepis buchananii","33","10339.121212","3361.823285","585.218317","444142.191404"
"30","Telosma cordata","12","24.375","2.611556","0.753891","0.686071","Telosma cordata","12","1587","278.257892","80.326134","23790.826361","Telosma cordata","12","1493.25","217.347282","62.742756","4949.507908","Telosma cordata","12","10959.25","2717.327702","784.42494","1221391.026361"
"31","Cynanchum auriculatum","109","15.147706","3.945851","0.377944","0.075531","Cynanchum auriculatum","109","1095.743119","510.547752","48.901606","2619.173544","Cynanchum auriculatum","109","1217.559633","139.597068","13.370974","544.899953","Cynanchum auriculatum","109","9733.990826","3815.783264","365.485751","134465.067122"
"32","Trachelospermum jasminoides","139","17.679856","3.610997","0.306281","0.059229","Trachelospermum jasminoides","139","1295.503597","473.005552","40.119807","2053.88429","Trachelospermum jasminoides","139","1259.093525","130.98539","11.110036","427.295647","Trachelospermum jasminoides","139","11365.258993","4145.563157","351.622078","105443.829614"
"33","Trachelospermum axillare","89","17.347191","2.898161","0.307204","0.092504","Trachelospermum axillare","89","1224.382022","408.27329","43.276882","3207.751869","Trachelospermum axillare","89","1210.820225","125.709402","13.32517","667.349381","Trachelospermum axillare","89","11479.393258","2143.153229","227.173788","164681.936138"
"34","Tabernaemontana bufalina","15","24.366667","2.39215","0.61765","0.548857","Tabernaemontana bufalina","15","2012.666667","855.41875","220.868172","19032.661089","Tabernaemontana bufalina","15","1656.866667","127.521912","32.926016","3959.606326","Tabernaemontana bufalina","15","10569.533333","3316.641134","856.353058","977112.821088"
"35","Rauvolfia verticillata","87","22.001149","3.084262","0.330668","0.09463","Rauvolfia verticillata","87","1971.137931","738.860864","79.214199","3281.493291","Rauvolfia verticillata","86","1441.639535","187.147624","20.180647","690.62901","Rauvolfia verticillata","86","13834.77907","4943.132994","533.031739","170426.654841"
"36","Pottsia laxiflora","57","21.784211","3.448436","0.456757","0.144436","Pottsia laxiflora","57","1940.473684","1072.367926","142.038602","5008.595023","Pottsia laxiflora","57","1427.280702","187.25124","24.802033","1042.001665","Pottsia laxiflora","57","12896.824561","4871.19832","645.205979","257134.952918"
"37","Allamanda schottii","23","22.682609","2.425556","0.505763","0.35795","Allamanda schottii","23","1598.391304","605.925343","126.344168","12412.605058","Allamanda schottii","23","1452.434783","227.121479","47.358102","2582.351952","Allamanda schottii","23","11828.086957","4493.91093","937.045204","637247.492014"
"38","Aganosma cymosa","5","24.6","2.799107","1.251799","1.64657","Aganosma cymosa","5","1774.4","683.838285","305.821778","57097.983267","Aganosma cymosa","5","1617","138.266048","61.834456","11878.818979","Aganosma cymosa","5","11317.8","4459.240373","1994.23292","2931338.463265"
"39","Aganosma schlechteriana","21","18.461905","3.173716","0.692562","0.39204","Aganosma schlechteriana","21","1012.761905","293.460884","64.038415","13594.757921","Aganosma schlechteriana","21","1340.190476","165.910705","36.204684","2828.290233","Aganosma schlechteriana","21","9037.619048","2216.155511","483.60478","697937.729349"
"40","Wrightia coccinea","12","21.833333","3.972252","1.14669","0.686071","Wrightia coccinea","12","1474.166667","741.527518","214.060556","23790.826361","Wrightia coccinea","12","1457","209.009352","60.335803","4949.507908","Wrightia coccinea","12","10951.666667","3911.524728","1129.159927","1221391.026361"
"41","Marsdenia tenacissima","17","20.311765","3.452514","0.837358","0.484285","Marsdenia tenacissima","17","1242.352941","366.11575","88.796112","16793.52449","Marsdenia tenacissima","17","1413.647059","200.873698","48.719028","3493.770288","Marsdenia tenacissima","17","9983.882353","2058.17191","499.180011","862158.371549"
"42","Plumeria rubra","127","23.832283","3.078958","0.273213","0.064826","Plumeria rubra","127","1367.771654","704.805683","62.541391","2247.952097","Plumeria rubra","126","1836.920635","186.828032","16.643964","471.381706","Plumeria rubra","126","7842.269841","4435.159613","395.115422","116322.954891"
"43","Vallaris solanacea","8","23.425","2.668199","0.943351","1.029106","Vallaris solanacea","8","1468.25","486.300539","171.933204","35686.239542","Vallaris solanacea","8","1703.625","131.231461","46.397328","7424.261862","Vallaris solanacea","8","7595","1856.111758","656.234605","1832086.539541"
"44","Toxocarpus villosus","21","21.652381","3.392583","0.740322","0.39204","Toxocarpus villosus","21","1390.714286","441.686896","96.383983","13594.757921","Toxocarpus villosus","21","1495.571429","196.370714","42.851603","2828.290233","Toxocarpus villosus","21","9122.666667","2183.685791","476.519306","697937.729349"
"45","Hoya carnosa","19","21.247368","2.595374","0.59542","0.433308","Hoya carnosa","19","1942.631579","758.982082","174.122431","15025.78507","Hoya carnosa","19","1414.315789","166.814286","38.269822","3126.004995","Hoya carnosa","19","13596.894737","4741.800794","1087.843709","771404.858754"
"46","Hoya multiflora","41","23.941463","3.419428","0.534025","0.200801","Hoya multiflora","41","2506.121951","881.003524","137.589635","6963.168691","Hoya multiflora","41","1478.317073","186.756719","29.166499","1448.636461","Hoya multiflora","41","16619.585366","6985.222233","1090.908434","357480.300398"
"47","Amalocalyx microlobus","12","24.025","3.307876","0.954902","0.686071","Amalocalyx microlobus","12","1253.666667","296.215933","85.510174","23790.826361","Amalocalyx microlobus","12","1658.916667","64.346305","18.575178","4949.507908","Amalocalyx microlobus","12","7336.416667","1159.864918","334.824161","1221391.026361"
"48","Cynanchum thesioides","101","8.40495","5.036891","0.501189","0.081513","Cynanchum thesioides","101","496.277228","238.023701","23.684243","2826.632835","Cynanchum thesioides","101","1269.19802","230.085202","22.894333","588.060346","Cynanchum thesioides","101","4355.80198","2299.56422","228.815192","145115.765508"
"49","Tylophora flexuosa","64","26.625","1.267919","0.15849","0.128638","Tylophora flexuosa","64","1101.125","557.697207","69.712151","4460.779943","Tylophora flexuosa","63","2435.539683","337.579755","42.531051","942.763411","Tylophora flexuosa","63","4964.47619","3330.700701","419.628845","232645.909783"
"50","Parameria laevigata","6","21.366667","1.832667","0.748183","1.372141","Parameria laevigata","6","1626.833333","800.072601","326.628272","47581.652722","Parameria laevigata","6","1440.666667","110.066646","44.93452","9899.015816","Parameria laevigata","6","13825.666667","6041.522347","2466.44117","2442782.052721"
"51","Gymnanthera oblonga","75","26.261333","1.782717","0.20585","0.109771","Gymnanthera oblonga","75","1136.4","537.726018","62.091252","3806.532218","Gymnanthera oblonga","70","2322.714286","279.698914","33.430414","848.48707","Gymnanthera oblonga","70","5029.771429","2784.958159","332.866167","209381.318805"
"52","Chonemorpha fragrans","25","23.3","3.931073","0.786215","0.329314","Chonemorpha fragrans","25","2305.52","822.257569","164.451514","11419.596653","Chonemorpha fragrans","25","1556.28","172.048569","34.409714","2375.763796","Chonemorpha fragrans","25","14552.96","6012.744842","1202.548968","586267.692653"
"53","Micrechites polyantha","17","20.958824","3.903373","0.946707","0.484285","Micrechites polyantha","17","1971.764706","925.368138","224.43474","16793.52449","Micrechites polyantha","17","1400.588235","207.76521","50.390465","3493.770288","Micrechites polyantha","17","14228.882353","5982.444691","1450.955962","862158.371549"
"54","Sindechites henryi","16","16.69375","1.577115","0.394279","0.514553","Sindechites henryi","16","1248.9375","297.477947","74.369487","17843.119771","Sindechites henryi","16","1165.0625","97.063188","24.265797","3712.130931","Sindechites henryi","16","11606.6875","1744.364859","436.091215","916043.26977"
"55","Secamonopsis microphylla","2","24.4","0.848528","0.6","4.116424","Secamonopsis microphylla","2","568.5","222.738636","157.5","142744.958167","Secamonopsis microphylla","2","2134","56.568542","40","29697.047448","Secamonopsis microphylla","2","2482","196.575685","139","7328346.158163"
"56","Forsteronia guyanensis","27","25.47037","0.938827","0.180677","0.30492","Forsteronia guyanensis","27","2366.148148","439.964571","84.671221","10573.700605","Forsteronia guyanensis","27","1591.222222","119.767831","23.04933","2199.781292","Forsteronia guyanensis","27","14301.592593","3006.599271","578.620299","542840.45616"
"57","Asclepias tuberosa","227","13.426432","4.541929","0.301458","0.036268","Asclepias tuberosa","227","1014.590308","289.625551","19.223123","1257.66483","Asclepias tuberosa","226","1372.902655","302.704152","20.135581","262.80573","Asclepias tuberosa","226","7819.646018","2163.203229","143.894138","64852.620869"
"58","Tabernaemontana macrocalyx","97","24.512371","1.413791","0.143549","0.084875","Tabernaemontana macrocalyx","97","2746.938144","738.179092","74.950731","2943.195014","Tabernaemontana macrocalyx","97","1355.57732","139.539558","14.168096","612.310257","Tabernaemontana macrocalyx","97","19816.814433","4972.025491","504.832702","151099.920787"
"59","Mandevilla coccinea","21","18.1","1.337535","0.291874","0.39204","Mandevilla coccinea","21","1664.285714","289.054864","63.076943","13594.757921","Mandevilla coccinea","21","1288.285714","91.972356","20.070013","2828.290233","Mandevilla coccinea","21","12221.285714","1224.637136","267.237732","697937.729349"
"60","Aspidosperma cylindrocarpon","94","23.161702","2.085748","0.215128","0.087583","Aspidosperma cylindrocarpon","94","1420.87234","326.084171","33.633014","3037.12677","Aspidosperma cylindrocarpon","94","1519.914894","151.491414","15.625146","631.852073","Aspidosperma cylindrocarpon","94","9395.425532","2225.341745","229.526476","155922.258684"
"61","Asclepias syriaca","267","9.068165","3.284893","0.201032","0.030835","Asclepias syriaca","267","865.344569","218.91333","13.397278","1069.250623","Asclepias syriaca","266","1147.157895","241.375472","14.79968","223.286071","Asclepias syriaca","266","8186.657895","2674.555527","163.987521","55100.347054"
"62","Asclepias rubra","22","16.813636","2.852617","0.60818","0.37422","Asclepias rubra","22","1184.636364","213.260303","45.467249","12976.814379","Asclepias rubra","22","1505.045455","187.749447","40.028317","2699.731586","Asclepias rubra","22","8015.954545","1713.43905","365.306433","666213.287106"
"63","Orthosia angustifolia","19","16.205263","2.136579","0.490165","0.433308","Orthosia angustifolia","19","664.263158","340.817945","78.188999","15025.78507","Orthosia angustifolia","19","1835.789474","207.143423","47.52196","3126.004995","Orthosia angustifolia","19","3106.947368","1340.362823","307.500321","771404.858754"
"64","Tabernaemontana undulata","110","25.070909","1.163067","0.110894","0.074844","Tabernaemontana undulata","110","2367.263636","636.239204","60.663028","2595.362876","Tabernaemontana undulata","110","1495.172727","158.728599","15.134178","539.946317","Tabernaemontana undulata","110","15860.418182","3933.070091","375.003519","133242.657421"
"65","Mandevilla scabra","226","24.713274","2.186626","0.145452","0.036429","Mandevilla scabra","226","1925.668142","774.48963","51.518284","1263.229718","Mandevilla scabra","225","1501.422222","155.76036","10.384024","263.973755","Mandevilla scabra","225","12863.933333","5522.935693","368.195713","65140.854739"
"66","Vincetoxicum nigrum","54","13","2.295607","0.312393","0.15246","Vincetoxicum nigrum","54","743.277778","263.240576","35.822505","5286.850302","Vincetoxicum nigrum","51","1405.509804","174.424582","24.424327","1164.590096","Vincetoxicum nigrum","51","4949.235294","2414.454817","338.091299","287386.12385"
"67","Asclepias incarnata","244","9.097131","3.210431","0.205527","0.033741","Asclepias incarnata","244","850.389344","255.433707","16.352467","1170.040641","Asclepias incarnata","244","1163.663934","295.835752","18.938943","243.418422","Asclepias incarnata","244","8190.590164","3109.253925","199.049586","60068.411132"
"68","Rhigospira quadrangularis","51","24.501961","1.82937","0.256163","0.161428","Rhigospira quadrangularis","51","2879.176471","924.728473","129.487886","5597.841497","Rhigospira quadrangularis","51","1333.058824","143.488454","20.092402","1164.590096","Rhigospira quadrangularis","51","20528.823529","5730.220117","802.391311","287386.12385"
"69","Tylophora indica","8","25.9","1.807919","0.639196","1.029106","Tylophora indica","8","1844.75","1069.683498","378.190228","35686.239542","Tylophora indica","8","1761.875","218.297593","77.179854","7424.261862","Tylophora indica","8","11352.5","8975.908056","3173.462727","1832086.539541"
"70","Asclepias nivea","17","24.476471","1.83287","0.444536","0.484285","Asclepias nivea","17","1520.705882","437.910774","106.208963","16793.52449","Asclepias nivea","17","1756.470588","104.516815","25.349051","3493.770288","Asclepias nivea","17","8518.647059","2396.229798","581.171092","862158.371549"
"71","Asclepias speciosa","292","9.036301","3.265742","0.191113","0.028195","Asclepias speciosa","292","476.907534","270.753591","15.844655","977.705193","Asclepias speciosa","292","1463.657534","331.072908","19.374576","203.404435","Asclepias speciosa","292","3744.486301","2608.202853","152.633527","50194.151768"
"72","Tabernaemontana sananho","83","24.022892","1.911475","0.209812","0.099191","Tabernaemontana sananho","83","2511.506024","899.261314","98.706753","3439.637546","Tabernaemontana sananho","83","1307.481928","152.030594","16.687526","715.591505","Tabernaemontana sananho","83","19652.168675","6621.940558","726.852405","176586.654414"
"73","Apocynum cannabinum","557","11.590305","4.335143","0.183686","0.014781","Apocynum cannabinum","557","743.220826","385.497553","16.334056","512.549221","Apocynum cannabinum","555","1477.491892","426.664172","18.110885","107.016387","Apocynum cannabinum","555","6024.185586","3895.577178","165.358042","26408.454624"
"74","Cynanchum laeve","63","13.620635","1.547335","0.194946","0.13068","Cynanchum laeve","63","972.253968","186.227399","23.462447","4531.585974","Cynanchum laeve","63","1435.333333","180.354847","22.722575","942.763411","Cynanchum laeve","63","7226.698413","1718.943746","216.566556","232645.909783"
"75","Mesechites trifidus","260","24.69","2.399657","0.14882","0.031665","Mesechites trifidus","260","2154.034615","992.564676","61.556248","1098.03814","Mesechites trifidus","259","1561.722008","210.03119","13.050703","229.32083","Mesechites trifidus","259","14814.911197","7744.461461","481.217421","56589.545623"
"76","Hemipogon acerosus","29","23.510345","1.806604","0.335478","0.283891","Hemipogon acerosus","29","1570.172414","320.732651","59.558558","9844.479874","Hemipogon acerosus","29","1549.862069","109.598528","20.351936","2048.072238","Hemipogon acerosus","29","9810.758621","1808.152266","335.765447","505403.183322"
"77","Asclepias verticillata","257","12.302724","4.384778","0.273515","0.032034","Asclepias verticillata","257","867.07393","330.307004","20.603985","1110.855706","Asclepias verticillata","256","1412.945312","292.712917","18.294557","232.008183","Asclepias verticillata","256","6472.613281","2483.363723","155.210233","57252.704361"
"78","Hancornia speciosa","162","24.704938","1.838775","0.144468","0.05082","Hancornia speciosa","162","1392.722222","373.938435","29.379378","1762.283434","Hancornia speciosa","162","1583.845679","111.713174","8.777016","366.630215","Hancornia speciosa","162","8820.925926","2388.596221","187.665843","90473.40936"
"79","Rhabdadenia biflora","84","25.90119","1.108292","0.120925","0.09801","Rhabdadenia biflora","84","1973.642857","1009.101433","110.101993","3398.68948","Rhabdadenia biflora","79","1775.632911","156.108705","17.563602","751.823986","Rhabdadenia biflora","79","10492.886076","6240.020133","702.057115","185527.75084"
"80","Couma guianensis","18","25.816667","0.497346","0.117226","0.45738","Couma guianensis","18","2448.611111","353.534612","83.328907","15860.550907","Couma guianensis","18","1474.777778","148.602334","35.025906","3299.671939","Couma guianensis","18","16352.388889","2259.903047","532.664256","814260.68424"
"81","Tabernaemontana rupicola","30","25.676667","0.518408","0.094648","0.274428","Tabernaemontana rupicola","30","2296.5","428.777392","78.283683","9516.330544","Tabernaemontana rupicola","30","1375.7","99.60098","18.184568","1979.803163","Tabernaemontana rupicola","30","17417.333333","3471.271856","633.764633","488556.410544"
"82","Rauvolfia sellowii","27","20.02963","1.671207","0.321624","0.30492","Rauvolfia sellowii","27","1608.444444","312.293542","60.10092","10573.700605","Rauvolfia sellowii","27","1386.481481","131.929868","25.389915","2199.781292","Rauvolfia sellowii","27","11423.37037","1846.455527","355.350532","542840.45616"
"83","Vincetoxicum carnosum","1","26.2",NA,NA,"8.232848","Vincetoxicum carnosum","1","1114",NA,NA,"285489.916333","Vincetoxicum carnosum","1","2165",NA,NA,"59394.094897","Vincetoxicum carnosum","1","5692",NA,NA,"14656692.316326"
"84","Forsteronia acouci","64","25.19375","0.865544","0.108193","0.128638","Forsteronia acouci","64","2527.890625","767.591143","95.948893","4460.779943","Forsteronia acouci","62","1461.693548","195.228457","24.794039","957.969273","Forsteronia acouci","62","16915.580645","5925.528291","752.542846","236398.263167"
"85","Cynanchum albiflorum","25","23.656","2.269743","0.453949","0.329314","Cynanchum albiflorum","25","2337.92","1152.901157","230.580231","11419.596653","Cynanchum albiflorum","25","1269.92","145.371914","29.074383","2375.763796","Cynanchum albiflorum","25","19604.48","8711.394899","1742.27898","586267.692653"
"86","Stipecoma peltigera","24","22.475","1.721286","0.351356","0.343035","Stipecoma peltigera","24","1019.5","262.893763","53.662965","11895.413181","Stipecoma peltigera","24","1535","139.153653","28.40462","2474.753954","Stipecoma peltigera","24","6747.708333","1955.423127","399.149074","610695.51318"
"87","Parsonsia eucalyptophylla","76","19.473684","2.390948","0.274261","0.108327","Parsonsia eucalyptophylla","76","554.171053","183.048073","20.997054","3756.446268","Parsonsia eucalyptophylla","75","2076.586667","264.007683","30.484981","791.921265","Parsonsia eucalyptophylla","75","2831.466667","1156.665493","133.560227","195422.564218"
"88","Asclepias involucrata","32","14.38125","3.165789","0.559638","0.257276","Asclepias involucrata","32","349.0625","98.22881","17.364564","8921.559885","Asclepias involucrata","32","2124.40625","207.067366","36.604685","1856.065466","Asclepias involucrata","32","1756.34375","540.920339","95.62211","458021.634885"
"89","Asclepias amplexicaulis","107","13.260748","2.987356","0.288799","0.076943","Asclepias amplexicaulis","107","1063.429907","247.688564","23.944957","2668.130059","Asclepias amplexicaulis","107","1369.299065","231.520903","22.38197","555.084999","Asclepias amplexicaulis","107","7975.626168","1932.427111","186.81478","136978.432863"
"90","Macropharynx isthmica","13","24.476923","1.405438","0.389798","0.633296","Macropharynx isthmica","13","2367.769231","373.047842","103.464856","21960.762795","Macropharynx isthmica","13","1638.692308","99.664759","27.642031","4568.776531","Macropharynx isthmica","13","15880.461538","3265.604401","905.715701","1127437.870487"
"91","Oxypetalum banksii","39","21.997436","2.925342","0.46843","0.211099","Oxypetalum banksii","39","1470.769231","424.483182","67.971708","7320.254265","Oxypetalum banksii","38","1351.921053","133.861038","21.715128","1563.002497","Oxypetalum banksii","38","10614.131579","3846.405006","623.969286","385702.429377"
"92","Tabernaemontana pandacaqui","135","24.483704","3.419462","0.2943","0.060984","Tabernaemontana pandacaqui","135","2164.918519","786.539161","67.694513","2114.740121","Tabernaemontana pandacaqui","132","1662.212121","224.695418","19.557226","449.955264","Tabernaemontana pandacaqui","132","13302.295455","5922.682566","515.503349","111035.547851"
"93","Asclepias oenotheroides","135","20.419259","3.572647","0.307484","0.060984","Asclepias oenotheroides","135","744.096296","515.572742","44.373437","2114.740121","Asclepias oenotheroides","135","1999.192593","247.190587","21.274778","439.956258","Asclepias oenotheroides","135","3974.311111","2902.440971","249.802345","108568.091232"
"94","Mandevilla cercophylla","9","16.855556","1.255101","0.418367","0.914761","Mandevilla cercophylla","9","1180.666667","271.563989","90.52133","31721.101815","Mandevilla cercophylla","9","1289.555556","108.287939","36.09598","6599.343877","Mandevilla cercophylla","9","9758.666667","3886.166427","1295.388809","1628521.368481"
"95","Asclepias variegata","64","15.49375","2.537082","0.317135","0.128638","Asclepias variegata","64","1271.0625","196.284607","24.535576","4460.779943","Asclepias variegata","64","1409.625","135.82137","16.977671","928.032733","Asclepias variegata","64","9120.59375","1177.504015","147.188002","229010.817443"
"96","Secamone uncinata","3","23.466667","0.321455","0.185592","2.744283","Secamone uncinata","3","811","228.186327","131.743437","95163.305444","Secamone uncinata","3","1962","80.616376","46.543886","19798.031632","Secamone uncinata","3","2918","797.688536","460.545691","4885564.105442"
